dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,index_right,geoid,distance_meters,year
161911607,2016-05-17T00:00:00.000,2015-11-20,1030,19,Mission,1954,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923,33,M,O,602,BANK,IC,Invest Cont,649,10300 N  SEPULVEDA                    BL,,34.2573,-118.4674,,,,,1460,06037109603,481.3156305027003,2015
160917967,2016-09-30T00:00:00.000,2016-09-30,1225,09,Van Nuys,0929,1,210,ROBBERY,0315 0344 0945 0444 0327 1420,32,F,A,403,DRUG STORE,AA,Adult Arrest,210,13200    VICTORY                      BL,,34.1887,-118.4247,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1581,06037123520,35.4221608672213,2016
180800654,2018-07-26T00:00:00.000,2018-07-26,2215,08,West LA,0839,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0444 0910 1802 1817,35,M,H,124,BUS STOP,AO,Adult Other,230,CENTURY PARK,SANTA MONICA                 BL,34.0588,-118.421,204,FOLDING KNIFE,,,2333,06037265701,370.9134299388192,2018
191811826,2019-05-08T00:00:00.000,2019-05-08,1630,18,Southeast,1846,1,480,BIKE - STOLEN,0344,33,F,H,403,DRUG STORE,IC,Invest Cont,480,1200 E  114TH                        ST,,33.931,-118.2542,,,,,2288,06037242600,411.4478884870876,2019
191006745,2019-03-04T00:00:00.000,2019-03-02,2000,10,West Valley,1061,1,330,BURGLARY FROM VEHICLE,0344,46,F,O,101,STREET,IC,Invest Cont,330,19200    REDWING                      ST,,34.1709,-118.5512,,,,,1732,06037139402,396.17105672335026,2019
160814786,2016-08-22T00:00:00.000,2016-08-22,1200,08,West LA,0839,2,888,TRESPASSING,0917 0913 1803 0319 1236,51,F,O,203,OTHER BUSINESS,AO,Adult Other,888,2000    CENTURY PARK,,34.0565,-118.4191,,,,,2336,06037267102,409.14340306899715,2016
131506286,2013-02-13T00:00:00.000,2013-02-13,1700,15,N Hollywood,1512,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,7100    BELLAIRE                     AV,,34.1994,-118.4094,,,,,1576,06037123303,404.2035809151106,2013
171600637,2017-02-26T00:00:00.000,2017-02-10,1900,16,Foothill,1685,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,28,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,7900    TUJUNGA                      AV,,34.2173,-118.3835,,,,,1559,06037121900,425.4526282702602,2017
191320361,2019-10-12T00:00:00.000,2019-10-11,1800,13,Newton,1385,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,AVALON                       BL,60TH                         ST,33.9852,-118.2652,,,,,2250,06037239202,396.8727534522118,2019
170714264,2017-08-17T00:00:00.000,2017-06-20,1420,07,Wilshire,0782,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,AO,Adult Other,668,1900 S  LA CIENEGA                   BL,,34.0426,-118.3764,,,,,2356,06037269601,380.058571284825,2017
141226329,2014-12-10T00:00:00.000,2014-12-10,0100,12,77th Street,1268,1,350,"THEFT, PERSON",0344 0370 1206 1822 2004,47,M,B,102,SIDEWALK,IC,Invest Cont,350,200 E  MANCHESTER                   AV,,33.9601,-118.2717,,,,,2259,06037239702,373.3123448018703,2014
141114045,2014-07-26T00:00:00.000,2014-07-26,1320,11,Northeast,1151,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417,57,M,A,102,SIDEWALK,IC,Invest Cont,230,VERMONT                      AV,BARNSDALL                    AV,34.0991,-118.2918,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1857,06037191201,507.01986571920975,2014
170817894,2017-11-03T00:00:00.000,2017-10-03,1200,08,West LA,0837,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,440,10900    STRATHMORE                   DR,,34.0678,-118.4512,,,,,2322,06037265304,23.1207968944074,2017
161309011,2016-03-29T00:00:00.000,2016-03-10,1455,13,Newton,1303,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352,0,X,X,213,WAREHOUSE,IC,Invest Cont,440,500 E  11TH                         ST,,34.0365,-118.2541,,,,,2155,06037226002,405.8811964109714,2016
161223111,2016-09-12T00:00:00.000,2016-09-12,1430,12,77th Street,1249,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,28,M,H,101,STREET,IC,Invest Cont,624,400 W  FLORENCE                     AV,,33.979,-118.2839,500,UNKNOWN WEAPON/OTHER WEAPON,,,2238,06037237600,58.57651870614088,2016
171217492,2017-07-06T00:00:00.000,2017-07-05,0100,12,77th Street,1205,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0448 0444 0419 2002,35,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,51ST,NORMANDIE,33.996,-118.3002,,,,,2198,06037232300,238.79555558526553,2017
190713778,2019-07-17T00:00:00.000,2019-07-14,1700,07,Wilshire,0717,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1402 1813 2000 0913,42,F,H,101,STREET,AA,Adult Arrest,236,LA BREA                      AV,BEVERLY                      BL,34.0762,-118.3441,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,,2069,06037214100,373.5575047348686,2019
132011870,2013-06-13T00:00:00.000,2013-04-22,1200,20,Olympic,2022,2,354,THEFT OF IDENTITY,0100 0923 1822,40,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,500 S  MANHATTAN                    PL,,34.0654,-118.3103,,,,,2035,06037211704,226.77816695014795,2013
170810923,2017-06-01T00:00:00.000,2017-05-31,2030,08,West LA,0827,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,11600    DUNSTAN                      WY,,34.0591,-118.4685,,,,,2310,06037264102,47.721453832691864,2017
130619043,2013-08-05T00:00:00.000,2013-08-04,2330,06,Hollywood,0657,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0416 0400,24,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),AO,Adult Other,626,5500    SANTA MONICA                 BL,,34.0908,-118.3092,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1868,06037191720,319.75332724118357,2013
161816410,2016-08-20T00:00:00.000,2016-08-18,0900,18,Southeast,1832,1,330,BURGLARY FROM VEHICLE,0344,83,M,B,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,330,100 W  106TH                        ST,,33.9402,-118.2739,,,,,2277,06037241110,396.2501884468491,2016
190816812,2019-10-11T00:00:00.000,2019-10-10,1000,08,West LA,0832,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,11800    DOROTHY                      ST,,34.052,-118.4667,,,,,2312,06037264303,119.76153268515638,2019
180604276,2018-01-06T00:00:00.000,2018-01-05,1300,06,Hollywood,0647,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 1205,0,F,W,503,HOTEL,IC,Invest Cont,440,5900    HOLLYWOOD                    BL,,34.1017,-118.318,,,,,1842,06037190302,253.80411814711348,2018
181325126,2018-12-28T00:00:00.000,2018-12-28,2000,13,Newton,1324,2,901,VIOLATION OF RESTRAINING ORDER,0913 1309,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,901,1300 E  23RD                         ST,,34.0208,-118.2539,,,,,2157,06037226420,322.53079255024613,2018
181604933,2018-01-25T00:00:00.000,2018-01-24,2130,16,Foothill,1657,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,IC,Invest Cont,510,10200    PINEWOOD                     AV,,34.253,-118.2907,,,,,1385,06037101221,173.7452159154847,2018
161109705,2016-05-02T00:00:00.000,2016-05-01,0205,11,Northeast,1115,1,210,ROBBERY,0906 0334 0326 0344 0400 0302 1309 0342 0355 1419,26,M,W,108,PARKING LOT,AA,Adult Arrest,210,1600    COLORADO                     BL,,34.1394,-118.2158,102,HAND GUN,998,,1775,06037181400,675.6868521034137,2016
191413864,2019-06-06T00:00:00.000,2019-05-09,1245,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,55,M,W,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,341,500    WORLD                        WY,,33.9428,-118.4054,,,,,3867,06037980028,1338.4413084092464,2019
151605248,2015-02-04T00:00:00.000,2015-02-03,1400,16,Foothill,1651,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1420 1402,23,M,H,404,DEPARTMENT STORE,AA,Adult Arrest,341,9700    LAUREL CANYON                BL,,34.2459,-118.4185,,,,,1420,06037104822,157.7544295195516,2015
152020757,2015-12-21T00:00:00.000,2015-12-21,1445,20,Olympic,2019,2,624,BATTERY - SIMPLE ASSAULT,2000 1814 0400 0319,17,F,H,710,OTHER PREMISE,AO,Adult Other,624,FRANCIS                      AV,WESTMORELAND                 AV,34.0728,-118.2878,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2023,06037211122,153.40325918005547,2015
170918991,2017-10-15T00:00:00.000,2017-10-15,0040,09,Van Nuys,0923,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,40,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,14900    VANOWEN                      ST,,34.1939,-118.4574,,,,,1631,06037127805,263.55795519954813,2017
161905707,2016-02-02T00:00:00.000,2016-02-02,0025,19,Mission,1964,1,310,BURGLARY,1402 0400 0906 0314,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,310,14600    PLUMMER                      ST,,34.2427,-118.4502,500,UNKNOWN WEAPON/OTHER WEAPON,998,,1532,06037119342,311.0811947307963,2016
130209175,2013-03-30T00:00:00.000,2013-03-30,0100,02,Rampart,0218,2,624,BATTERY - SIMPLE ASSAULT,0305 0448 0419 0429 0417 0416,33,M,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),AA,Adult Arrest,624,1800 W  SUNSET                       BL,,34.0776,-118.2594,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1898,06037195720,498.7081946644869,2013
140107067,2014-02-15T00:00:00.000,2014-02-15,0345,01,Central,0156,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,500    SAN JULIAN                   ST,,34.0446,-118.245,,,,,1971,06037206302,205.27435122291618,2014
180717235,2018-09-26T00:00:00.000,2018-09-13,1200,07,Wilshire,0753,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,58,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,956,1100 S  FAIRFAX                      AV,,34.0558,-118.3649,,,,,2093,06037216902,250.03633252912,2018
181216553,2018-06-19T00:00:00.000,2018-06-18,0400,12,77th Street,1255,1,330,BURGLARY FROM VEHICLE,1609 0344 0385,21,F,H,101,STREET,IC,Invest Cont,330,7700 S  NORMANDIE                    AV,,33.9702,-118.3003,,,,,2241,06037237800,222.98240281866853,2018
150518577,2015-11-23T00:00:00.000,2015-11-23,2326,05,Harbor,0504,1,220,ATTEMPTED ROBBERY,1501 1309 0216,29,F,H,101,STREET,IC,Invest Cont,220,204TH,WESTERN,33.8457,-118.3093,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2434,06037292001,329.90357609120275,2015
161017301,2016-10-21T00:00:00.000,2016-10-20,1900,10,West Valley,1037,1,310,BURGLARY,0344,34,M,W,707,GARAGE/CARPORT,IC,Invest Cont,310,17400    VANOWEN                      ST,,34.1939,-118.512,,,,,1664,06037132001,229.38532476421298,2016
171804708,2017-01-12T00:00:00.000,2017-01-12,0330,18,Southeast,1842,1,210,ROBBERY,0342 0377 0353 0370 0380 1028 0448 0449 0337,40,M,H,102,SIDEWALK,IC,Invest Cont,210,FIGUEROA                     ST,111TH                        ST,33.9348,-118.2826,200,KNIFE WITH BLADE 6INCHES OR LESS,,,2280,06037241202,279.1582807519717,2017
161511293,2016-05-11T00:00:00.000,2016-05-10,2030,15,N Hollywood,1503,1,330,BURGLARY FROM VEHICLE,0344 1605,29,F,A,104,DRIVEWAY,IC,Invest Cont,330,12300    COVELLO                      ST,,34.2081,-118.4012,,,,,1550,06037121020,387.9855772893981,2016
181309972,2018-04-13T00:00:00.000,2018-04-13,1405,13,Newton,1373,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 1815 1258 0444 0448,12,F,B,720,JUNIOR HIGH SCHOOL,JA,Juv Arrest,230,600 E  56TH                         ST,,33.9916,-118.2652,216,SCISSORS,998,,2179,06037229420,464.33708735392895,2018
161009040,2016-04-27T00:00:00.000,2016-04-09,1300,10,West Valley,1083,2,624,BATTERY - SIMPLE ASSAULT,0448 0942 0319 0601,20,F,W,743,MASS GATHERING LOCATION,AO,Adult Other,624,4000    RESEDA                       BL,,34.1529,-118.5457,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1742,06037139801,172.50025696322612,2016
171426060,2017-12-10T00:00:00.000,2017-12-10,1430,14,Pacific,1446,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,53,F,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,3900    MARCASEL                     AV,,34.0022,-118.4275,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2388,06037272302,53.03743177299343,2017
161316382,2016-07-27T00:00:00.000,2016-07-27,0300,13,Newton,1367,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1500 E  52ND                         ST,,33.9957,-118.2478,,,,,2172,06037228720,423.5011874537122,2016
192020895,2019-12-04T00:00:00.000,2019-12-04,0900,20,Olympic,2034,2,901,VIOLATION OF RESTRAINING ORDER,2038 0562,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,901,700    IROLO                        ST,,34.0598,-118.3009,,,,,2051,06037212410,116.74515919171435,2019
181310519,2018-04-23T00:00:00.000,2018-04-23,0200,13,Newton,1307,1,121,"RAPE, FORCIBLE",0913 0432 0500 1218 0449 1415 1817,46,F,H,108,PARKING LOT,AO,Adult Other,121,700    CERES                        AV,,34.0382,-118.2432,207,OTHER KNIFE,998,,1972,06037206303,316.3733508291891,2018
182016183,2018-05-23T00:00:00.000,2018-01-02,0800,20,Olympic,2063,2,813,CHILD ANNOYING (17YRS & UNDER),0531 1251 1258 1811,10,F,H,704,ELEMENTARY SCHOOL,AO,Adult Other,813,1200 S  HOBART                       BL,,34.0491,-118.3052,,,,,2063,06037213202,74.05109928441078,2018
190412086,2019-07-12T00:00:00.000,2019-07-11,2230,04,Hollenbeck,0464,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0447,19,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,230,100 S  SOTO                         ST,,34.0445,-118.2116,500,UNKNOWN WEAPON/OTHER WEAPON,,,1952,06037204420,58.055873353610984,2019
131206745,2013-02-13T00:00:00.000,2012-02-13,0645,12,77th Street,1231,1,310,BURGLARY,1607 0344 0321,35,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,4200 W  59TH                         ST,,33.9871,-118.3475,,,,,2219,06037235100,219.07848665806438,2012
161410280,2016-03-28T00:00:00.000,2016-03-28,1000,14,Pacific,1413,2,354,THEFT OF IDENTITY,1822 0917,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,200    HAMPTON                      DR,,33.9981,-118.4785,,,,,2393,06037273404,339.3314309325566,2016
171806366,2017-02-12T00:00:00.000,2017-02-10,1900,18,Southeast,1802,2,910,KIDNAPPING,0418 0400 0913,56,M,H,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,IC,Invest Cont,910,MAIN                         ST,90TH                         ST,33.9546,-118.2739,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2264,06037240200,203.2266162964283,2017
141519764,2014-10-30T00:00:00.000,2014-10-30,1715,15,N Hollywood,1516,2,624,BATTERY - SIMPLE ASSAULT,2000 0444 0354,36,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,6600    BECK                         AV,,34.1903,-118.3834,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1573,06037123205,203.74465242303492,2014
172115384,2017-08-12T00:00:00.000,2017-08-11,1600,21,Topanga,2187,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,45,M,W,104,DRIVEWAY,IC,Invest Cont,420,5300    DON PIO                      DR,,34.166,-118.6047,,,,,1723,06037137502,712.2483447086781,2017
180315133,2018-06-19T00:00:00.000,2018-06-19,2012,03,Southwest,0334,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,63,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,3000 S  NORTON                       AV,,34.0276,-118.3327,,,,,2113,06037219300,97.45651660681227,2018
151115846,2015-08-26T00:00:00.000,2015-08-25,2320,11,Northeast,1116,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0919 1307 0447 1822 0416 1402,28,M,H,101,STREET,IC,Invest Cont,230,AVENUE 50,GRANADA                      ST,34.1154,-118.2031,500,UNKNOWN WEAPON/OTHER WEAPON,998,,1787,06037183510,83.5108767700944,2015
171717961,2017-09-22T00:00:00.000,2017-09-21,1100,17,Devonshire,1723,2,662,"BUNCO, GRAND THEFT",1202 0929 0926 1822 0701,82,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,10400    INDEPENDENCE                 AV,,34.2591,-118.5908,,,,,1490,06037113323,637.8479846104302,2017
130319302,2013-08-30T00:00:00.000,2013-08-30,0930,03,Southwest,0353,1,310,BURGLARY,0358 1609 0344 1202,60,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,3700 S  VICTORIA                     AV,,34.0199,-118.3363,,,,,2114,06037219500,458.0594667259704,2013
170805042,2017-01-24T00:00:00.000,2017-01-24,1522,08,West LA,0889,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,M,B,707,GARAGE/CARPORT,AO,Adult Other,440,1800 S  LA CIENEGA                   BL,,34.0425,-118.3818,,,,,2356,06037269601,230.44820873631963,2017
162018849,2016-10-27T00:00:00.000,2016-10-27,1445,20,Olympic,2035,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 0445 0447,34,M,H,721,HIGH SCHOOL,IC,Invest Cont,230,WILSHIRE                     BL,ALEXANDRIA                   AV,34.0618,-118.2979,212,BOTTLE,,,2043,06037212102,236.12596690985225,2016
181204726,2018-01-07T00:00:00.000,2018-01-06,2000,12,77th Street,1268,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,53,M,H,101,STREET,IC,Invest Cont,745,200 W  80TH                         ST,,33.9669,-118.2761,,,,,2258,06037239701,155.01050514271972,2018
180224835,2018-12-19T00:00:00.000,2018-12-19,1445,02,Rampart,0211,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,23,M,W,102,SIDEWALK,IC,Invest Cont,440,500    HELIOTROPE                   DR,,34.0794,-118.2953,,,,,1880,06037192610,200.63513858085167,2018
140807414,2014-04-04T00:00:00.000,2014-04-03,1230,08,West LA,0855,1,330,BURGLARY FROM VEHICLE,0344 0358 1607,54,M,O,101,STREET,IC,Invest Cont,330,1400    GREENFIELD                   AV,,34.0532,-118.445,,,,,2330,06037265524,277.2583597072345,2014
171509081,2017-03-28T00:00:00.000,2017-03-27,2340,15,N Hollywood,1545,2,624,BATTERY - SIMPLE ASSAULT,0444 0448 0913,20,M,H,101,STREET,AO,Adult Other,624,5300    BEN                          AV,,34.1667,-118.3943,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1603,06037125101,243.27340142144095,2017
161220963,2016-08-14T00:00:00.000,2016-08-14,0740,12,77th Street,1273,2,888,TRESPASSING,2000,37,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,8900 S  WILTON                       PL,,33.9564,-118.3145,,,,,2248,06037238400,564.4361684692595,2016
171516896,2017-08-12T00:00:00.000,2017-08-12,0200,15,N Hollywood,1555,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,745,4900    LANKERSHIM                   BL,,34.16,-118.3716,,,,,1611,06037125404,277.145599923119,2017
162119101,2016-11-10T00:00:00.000,2016-10-20,0900,21,Topanga,2104,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,23,F,A,101,STREET,IC,Invest Cont,740,21700    PARTHENIA                    ST,,34.232,-118.6006,,,,,1486,06037113239,151.32139592933217,2016
160326195,2016-11-26T00:00:00.000,2016-11-26,1630,03,Southwest,0373,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0346,27,F,B,403,DRUG STORE,IC,Invest Cont,440,3700    CRENSHAW                     BL,,34.0182,-118.3349,,,,,2209,06037234200,442.762967529227,2016
161414650,2016-05-24T00:00:00.000,2016-05-24,0845,14,Pacific,1452,2,624,BATTERY - SIMPLE ASSAULT,2004 0416,47,M,W,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,624,00    ANCHORAGE                    ST,,33.9788,-118.4659,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2398,06037273902,612.7520179497528,2016
131112616,2013-06-13T00:00:00.000,2011-09-01,0800,11,Northeast,1126,2,354,THEFT OF IDENTITY,,44,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1800    PHILLIPS                     WY,,34.1248,-118.2005,,,,,1784,06037183300,425.9621225461892,2011
181908729,2018-04-01T00:00:00.000,2018-04-01,1555,19,Mission,1913,1,210,ROBBERY,0408 0444 0561 0329,61,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,210,12900    HERRICK                      AV,,34.3107,-118.4602,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1435,06037106520,250.65965930089322,2018
180324404,2018-10-30T00:00:00.000,2018-10-30,1515,03,Southwest,0393,1,210,ROBBERY,1251 0342 0344 0346 0355 1822 0443 2024 1259,14,F,H,102,SIDEWALK,IC,Invest Cont,210,CREED                        AV,MARTIN LUTHER KING           BL,34.0109,-118.3244,500,UNKNOWN WEAPON/OTHER WEAPON,,,2207,06037234001,158.48294913548725,2018
181309801,2018-04-11T00:00:00.000,2018-04-10,2000,13,Newton,1317,1,330,BURGLARY FROM VEHICLE,1307 0344,23,M,W,101,STREET,IC,Invest Cont,330,20TH                         ST,STAUNTON,34.0184,-118.2415,,,,,2160,06037227010,710.4455842130538,2018
180318195,2018-08-03T00:00:00.000,2018-08-03,2100,03,Southwest,0377,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0603 0913,51,M,H,101,STREET,IC,Invest Cont,930,1100    EXPOSITION                   BL,,34.0182,-118.299,511,VERBAL THREAT,,,2183,06037231301,401.1031964178031,2018
160910618,2016-05-11T00:00:00.000,2016-05-10,1930,09,Van Nuys,0905,2,888,TRESPASSING,0342 1805 0906,69,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,14600    RUNNYMEDE                    ST,,34.2058,-118.4514,,,,,1619,06037127220,213.57752917782733,2016
170324880,2017-11-06T00:00:00.000,2017-11-06,1500,03,Southwest,0334,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1243 0416,32,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,3400    EDGEHILL                     DR,,34.0256,-118.3305,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2113,06037219300,272.53216779453686,2017
181520362,2018-10-29T00:00:00.000,2018-10-27,2200,15,N Hollywood,1505,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385,51,F,H,101,STREET,IC,Invest Cont,420,11400    SATICOY                      ST,,34.2085,-118.3791,,,,,1567,06037123010,607.2895437974485,2018
130308719,2013-03-18T00:00:00.000,2013-03-17,1200,03,Southwest,0327,1,310,BURGLARY,0344,23,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1200 W  ADAMS                        BL,,34.0328,-118.2864,,,,,2133,06037221710,236.3325365372062,2013
