dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,geoid,distance_to_centroid
160416980,2016-10-30T00:00:00.000,2016-10-28T00:00:00.000,2000,04,Hollenbeck,0409,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,4200    VAN HORNE                    AV,,34.0943,-118.1702,,,,,06037201110,0.0023114681481691155
191906420,2019-02-22T00:00:00.000,2019-02-22T00:00:00.000,1940,19,Mission,1964,1,310,BURGLARY,1607 0344 0314,50,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,9300    VAN NUYS                     BL,,34.2389,-118.4536,,,,,06037119320,0.0009002144188956455
161911607,2016-05-17T00:00:00.000,2015-11-20T00:00:00.000,1030,19,Mission,1954,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923,33,M,O,602,BANK,IC,Invest Cont,649,10300 N  SEPULVEDA                    BL,,34.2573,-118.4674,,,,,06037109603,0.0044542232768478955
160917967,2016-09-30T00:00:00.000,2016-09-30T00:00:00.000,1225,09,Van Nuys,0929,1,210,ROBBERY,0315 0344 0945 0444 0327 1420,32,F,A,403,DRUG STORE,AA,Adult Arrest,210,13200    VICTORY                      BL,,34.1887,-118.4247,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037123520,0.0003784507894044169
180800654,2018-07-26T00:00:00.000,2018-07-26T00:00:00.000,2215,08,West LA,0839,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0444 0910 1802 1817,35,M,H,124,BUS STOP,AO,Adult Other,230,CENTURY PARK,SANTA MONICA                 BL,34.0588,-118.421,204,FOLDING KNIFE,,,06037265701,0.003914233130512911
191811826,2019-05-08T00:00:00.000,2019-05-08T00:00:00.000,1630,18,Southeast,1846,1,480,BIKE - STOLEN,0344,33,F,H,403,DRUG STORE,IC,Invest Cont,480,1200 E  114TH                        ST,,33.931,-118.2542,,,,,06037242600,0.004402547557953005
191006745,2019-03-04T00:00:00.000,2019-03-02T00:00:00.000,2000,10,West Valley,1061,1,330,BURGLARY FROM VEHICLE,0344,46,F,O,101,STREET,IC,Invest Cont,330,19200    REDWING                      ST,,34.1709,-118.5512,,,,,06037139402,0.0035718237638552937
160814786,2016-08-22T00:00:00.000,2016-08-22T00:00:00.000,1200,08,West LA,0839,2,888,TRESPASSING,0917 0913 1803 0319 1236,51,F,O,203,OTHER BUSINESS,AO,Adult Other,888,2000    CENTURY PARK,,34.0565,-118.4191,,,,,06037267102,0.0040952349138952925
131506286,2013-02-13T00:00:00.000,2013-02-13T00:00:00.000,1700,15,N Hollywood,1512,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0913 0329,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,7100    BELLAIRE                     AV,,34.1994,-118.4094,,,,,06037123303,0.003869062547951084
171600637,2017-02-26T00:00:00.000,2017-02-10T00:00:00.000,1900,16,Foothill,1685,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,28,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,7900    TUJUNGA                      AV,,34.2173,-118.3835,,,,,06037121900,0.003835009778349666
191320361,2019-10-12T00:00:00.000,2019-10-11T00:00:00.000,1800,13,Newton,1385,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,AVALON                       BL,60TH                         ST,33.9852,-118.2652,,,,,06037239202,0.004294122611204403
170714264,2017-08-17T00:00:00.000,2017-06-20T00:00:00.000,1420,07,Wilshire,0782,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,AO,Adult Other,668,1900 S  LA CIENEGA                   BL,,34.0426,-118.3764,,,,,06037269601,0.003979010555393077
141226329,2014-12-10T00:00:00.000,2014-12-10T00:00:00.000,0100,12,77th Street,1268,1,350,"THEFT, PERSON",0344 0370 1206 1822 2004,47,M,B,102,SIDEWALK,IC,Invest Cont,350,200 E  MANCHESTER                   AV,,33.9601,-118.2717,,,,,06037239702,0.0037098487839885446
141114045,2014-07-26T00:00:00.000,2014-07-26T00:00:00.000,1320,11,Northeast,1151,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417,57,M,A,102,SIDEWALK,IC,Invest Cont,230,VERMONT                      AV,BARNSDALL                    AV,34.0991,-118.2918,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037191201,0.0054549573783847964
170817894,2017-11-03T00:00:00.000,2017-10-03T00:00:00.000,1200,08,West LA,0837,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,440,10900    STRATHMORE                   DR,,34.0678,-118.4512,,,,,06037265304,0.00020861447696730648
161309011,2016-03-29T00:00:00.000,2016-03-10T00:00:00.000,1455,13,Newton,1303,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352,0,X,X,213,WAREHOUSE,IC,Invest Cont,440,500 E  11TH                         ST,,34.0365,-118.2541,,,,,06037226002,0.00436874581544222
161223111,2016-09-12T00:00:00.000,2016-09-12T00:00:00.000,1430,12,77th Street,1249,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,28,M,H,101,STREET,IC,Invest Cont,624,400 W  FLORENCE                     AV,,33.979,-118.2839,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037237600,0.000591821763709351
171217492,2017-07-06T00:00:00.000,2017-07-05T00:00:00.000,0100,12,77th Street,1205,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0448 0444 0419 2002,35,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,51ST,NORMANDIE,33.996,-118.3002,,,,,06037232300,0.0024339648723888697
190713778,2019-07-17T00:00:00.000,2019-07-14T00:00:00.000,1700,07,Wilshire,0717,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 1402 1813 2000 0913,42,F,H,101,STREET,AA,Adult Arrest,236,LA BREA                      AV,BEVERLY                      BL,34.0762,-118.3441,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",998,,06037214100,0.003906950985097093
132011870,2013-06-13T00:00:00.000,2013-04-22T00:00:00.000,1200,20,Olympic,2022,2,354,THEFT OF IDENTITY,0100 0923 1822,40,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,500 S  MANHATTAN                    PL,,34.0654,-118.3103,,,,,06037211704,0.002198218596951995
170810923,2017-06-01T00:00:00.000,2017-05-31T00:00:00.000,2030,08,West LA,0827,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,11600    DUNSTAN                      WY,,34.0591,-118.4685,,,,,06037264102,0.0005157305498010189
130619043,2013-08-05T00:00:00.000,2013-08-04T00:00:00.000,2330,06,Hollywood,0657,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0416 0400,24,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),AO,Adult Other,626,5500    SANTA MONICA                 BL,,34.0908,-118.3092,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037191720,0.003244562374191251
161816410,2016-08-20T00:00:00.000,2016-08-18T00:00:00.000,0900,18,Southeast,1832,1,330,BURGLARY FROM VEHICLE,0344,83,M,B,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,330,100 W  106TH                        ST,,33.9402,-118.2739,,,,,06037241110,0.0037842273980225488
190816812,2019-10-11T00:00:00.000,2019-10-10T00:00:00.000,1000,08,West LA,0832,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,11800    DOROTHY                      ST,,34.052,-118.4667,,,,,06037264303,0.0011737981087110482
180604276,2018-01-06T00:00:00.000,2018-01-05T00:00:00.000,1300,06,Hollywood,0647,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377 1205,0,F,W,503,HOTEL,IC,Invest Cont,440,5900    HOLLYWOOD                    BL,,34.1017,-118.318,,,,,06037190302,0.0023067130294006596
181325126,2018-12-28T00:00:00.000,2018-12-28T00:00:00.000,2000,13,Newton,1324,2,901,VIOLATION OF RESTRAINING ORDER,0913 1309,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,901,1300 E  23RD                         ST,,34.0208,-118.2539,,,,,06037226420,0.0034443839797508283
181604933,2018-01-25T00:00:00.000,2018-01-24T00:00:00.000,2130,16,Foothill,1657,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,IC,Invest Cont,510,10200    PINEWOOD                     AV,,34.253,-118.2907,,,,,06037101221,0.0016802359953304727
161109705,2016-05-02T00:00:00.000,2016-05-01T00:00:00.000,0205,11,Northeast,1115,1,210,ROBBERY,0906 0334 0326 0344 0400 0302 1309 0342 0355 1419,26,M,W,108,PARKING LOT,AA,Adult Arrest,210,1600    COLORADO                     BL,,34.1394,-118.2158,102,HAND GUN,998,,06037181400,0.007094925299112725
191413864,2019-06-06T00:00:00.000,2019-05-09T00:00:00.000,1245,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,55,M,W,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,341,500    WORLD                        WY,,33.9428,-118.4054,,,,,06037980028,0.014449640306940794
151605248,2015-02-04T00:00:00.000,2015-02-03T00:00:00.000,1400,16,Foothill,1651,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1420 1402,23,M,H,404,DEPARTMENT STORE,AA,Adult Arrest,341,9700    LAUREL CANYON                BL,,34.2459,-118.4185,,,,,06037104822,0.0016715337268510975
152020757,2015-12-21T00:00:00.000,2015-12-21T00:00:00.000,1445,20,Olympic,2019,2,624,BATTERY - SIMPLE ASSAULT,2000 1814 0400 0319,17,F,H,710,OTHER PREMISE,AO,Adult Other,624,FRANCIS                      AV,WESTMORELAND                 AV,34.0728,-118.2878,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037211122,0.0014790824858668247
170918991,2017-10-15T00:00:00.000,2017-10-15T00:00:00.000,0040,09,Van Nuys,0923,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,40,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,14900    VANOWEN                      ST,,34.1939,-118.4574,,,,,06037127805,0.0026631314274705715
161905707,2016-02-02T00:00:00.000,2016-02-02T00:00:00.000,0025,19,Mission,1964,1,310,BURGLARY,1402 0400 0906 0314,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,310,14600    PLUMMER                      ST,,34.2427,-118.4502,500,UNKNOWN WEAPON/OTHER WEAPON,998,,06037119310,0.002942433346740217
130209175,2013-03-30T00:00:00.000,2013-03-30T00:00:00.000,0100,02,Rampart,0218,2,624,BATTERY - SIMPLE ASSAULT,0305 0448 0419 0429 0417 0416,33,M,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),AA,Adult Arrest,624,1800 W  SUNSET                       BL,,34.0776,-118.2594,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037195720,0.004963953766905511
140107067,2014-02-15T00:00:00.000,2014-02-15T00:00:00.000,0345,01,Central,0156,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,500    SAN JULIAN                   ST,,34.0446,-118.245,,,,,06037206302,0.001875459676982204
180717235,2018-09-26T00:00:00.000,2018-09-13T00:00:00.000,1200,07,Wilshire,0753,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,58,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,956,1100 S  FAIRFAX                      AV,,34.0558,-118.3649,,,,,06037216902,0.00258101685387569
181216553,2018-06-19T00:00:00.000,2018-06-18T00:00:00.000,0400,12,77th Street,1255,1,330,BURGLARY FROM VEHICLE,1609 0344 0385,21,F,H,101,STREET,IC,Invest Cont,330,7700 S  NORMANDIE                    AV,,33.9702,-118.3003,,,,,06037237800,0.00228595559886013
150518577,2015-11-23T00:00:00.000,2015-11-23T00:00:00.000,2326,05,Harbor,0504,1,220,ATTEMPTED ROBBERY,1501 1309 0216,29,F,H,101,STREET,IC,Invest Cont,220,204TH,WESTERN,33.8457,-118.3093,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037292001,0.0033557653374439293
161017301,2016-10-21T00:00:00.000,2016-10-20T00:00:00.000,1900,10,West Valley,1037,1,310,BURGLARY,0344,34,M,W,707,GARAGE/CARPORT,IC,Invest Cont,310,17400    VANOWEN                      ST,,34.1939,-118.512,,,,,06037132001,0.0023064500861690626
171804708,2017-01-12T00:00:00.000,2017-01-12T00:00:00.000,0330,18,Southeast,1842,1,210,ROBBERY,0342 0377 0353 0370 0380 1028 0448 0449 0337,40,M,H,102,SIDEWALK,IC,Invest Cont,210,FIGUEROA                     ST,111TH                        ST,33.9348,-118.2826,200,KNIFE WITH BLADE 6INCHES OR LESS,,,06037241202,0.0029788905652872993
161511293,2016-05-11T00:00:00.000,2016-05-10T00:00:00.000,2030,15,N Hollywood,1503,1,330,BURGLARY FROM VEHICLE,0344 1605,29,F,A,104,DRIVEWAY,IC,Invest Cont,330,12300    COVELLO                      ST,,34.2081,-118.4012,,,,,06037121020,0.0035028595461418046
181309972,2018-04-13T00:00:00.000,2018-04-13T00:00:00.000,1405,13,Newton,1373,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 1815 1258 0444 0448,12,F,B,720,JUNIOR HIGH SCHOOL,JA,Juv Arrest,230,600 E  56TH                         ST,,33.9916,-118.2652,216,SCISSORS,998,,06037229420,0.0049136792732125375
161009040,2016-04-27T00:00:00.000,2016-04-09T00:00:00.000,1300,10,West Valley,1083,2,624,BATTERY - SIMPLE ASSAULT,0448 0942 0319 0601,20,F,W,743,MASS GATHERING LOCATION,AO,Adult Other,624,4000    RESEDA                       BL,,34.1529,-118.5457,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037139801,0.0016270968010507238
171426060,2017-12-10T00:00:00.000,2017-12-10T00:00:00.000,1430,14,Pacific,1446,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,53,F,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,3900    MARCASEL                     AV,,34.0022,-118.4275,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037272302,0.0005530171787559464
161316382,2016-07-27T00:00:00.000,2016-07-27T00:00:00.000,0300,13,Newton,1367,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1500 E  52ND                         ST,,33.9957,-118.2478,,,,,06037228720,0.003999110401075896
192020895,2019-12-04T00:00:00.000,2019-12-04T00:00:00.000,0900,20,Olympic,2034,2,901,VIOLATION OF RESTRAINING ORDER,2038 0562,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,901,700    IROLO                        ST,,34.0598,-118.3009,,,,,06037212410,0.001136985927798343
181310519,2018-04-23T00:00:00.000,2018-04-23T00:00:00.000,0200,13,Newton,1307,1,121,"RAPE, FORCIBLE",0913 0432 0500 1218 0449 1415 1817,46,F,H,108,PARKING LOT,AO,Adult Other,121,700    CERES                        AV,,34.0382,-118.2432,207,OTHER KNIFE,998,,06037206303,0.002862248416889689
182016183,2018-05-23T00:00:00.000,2018-01-02T00:00:00.000,0800,20,Olympic,2063,2,813,CHILD ANNOYING (17YRS & UNDER),0531 1251 1258 1811,10,F,H,704,ELEMENTARY SCHOOL,AO,Adult Other,813,1200 S  HOBART                       BL,,34.0491,-118.3052,,,,,06037213202,0.0008008077172482263
190412086,2019-07-12T00:00:00.000,2019-07-11T00:00:00.000,2230,04,Hollenbeck,0464,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0447,19,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,230,100 S  SOTO                         ST,,34.0445,-118.2116,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037204420,0.0005573912450007322
131206745,2013-02-13T00:00:00.000,2012-02-13T00:00:00.000,0645,12,77th Street,1231,1,310,BURGLARY,1607 0344 0321,35,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,4200 W  59TH                         ST,,33.9871,-118.3475,,,,,06037235100,0.002098381519163161
161410280,2016-03-28T00:00:00.000,2016-03-28T00:00:00.000,1000,14,Pacific,1413,2,354,THEFT OF IDENTITY,1822 0917,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,200    HAMPTON                      DR,,33.9981,-118.4785,,,,,06037273404,0.0030592747506560953
171806366,2017-02-12T00:00:00.000,2017-02-10T00:00:00.000,1900,18,Southeast,1802,2,910,KIDNAPPING,0418 0400 0913,56,M,H,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,IC,Invest Cont,910,MAIN                         ST,90TH                         ST,33.9546,-118.2739,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037240200,0.0020432014095573773
141519764,2014-10-30T00:00:00.000,2014-10-30T00:00:00.000,1715,15,N Hollywood,1516,2,624,BATTERY - SIMPLE ASSAULT,2000 0444 0354,36,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,6600    BECK                         AV,,34.1903,-118.3834,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037123205,0.0018393273226900608
172115384,2017-08-12T00:00:00.000,2017-08-11T00:00:00.000,1600,21,Topanga,2187,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,45,M,W,104,DRIVEWAY,IC,Invest Cont,420,5300    DON PIO                      DR,,34.166,-118.6047,,,,,06037137502,0.007441377560630269
180315133,2018-06-19T00:00:00.000,2018-06-19T00:00:00.000,2012,03,Southwest,0334,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,63,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,3000 S  NORTON                       AV,,34.0276,-118.3327,,,,,06037219300,0.0010421828054653945
151115846,2015-08-26T00:00:00.000,2015-08-25T00:00:00.000,2320,11,Northeast,1116,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0919 1307 0447 1822 0416 1402,28,M,H,101,STREET,IC,Invest Cont,230,AVENUE 50,GRANADA                      ST,34.1154,-118.2031,500,UNKNOWN WEAPON/OTHER WEAPON,998,,06037183510,0.0008885837045543554
171717961,2017-09-22T00:00:00.000,2017-09-21T00:00:00.000,1100,17,Devonshire,1723,2,662,"BUNCO, GRAND THEFT",1202 0929 0926 1822 0701,82,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,10400    INDEPENDENCE                 AV,,34.2591,-118.5908,,,,,06037113323,0.005778748393892832
130319302,2013-08-30T00:00:00.000,2013-08-30T00:00:00.000,0930,03,Southwest,0353,1,310,BURGLARY,0358 1609 0344 1202,60,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,3700 S  VICTORIA                     AV,,34.0199,-118.3363,,,,,06037219500,0.004913197024341238
170805042,2017-01-24T00:00:00.000,2017-01-24T00:00:00.000,1522,08,West LA,0889,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,22,M,B,707,GARAGE/CARPORT,AO,Adult Other,440,1800 S  LA CIENEGA                   BL,,34.0425,-118.3818,,,,,06037269601,0.0022924495632403023
162018849,2016-10-27T00:00:00.000,2016-10-27T00:00:00.000,1445,20,Olympic,2035,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 0445 0447,34,M,H,721,HIGH SCHOOL,IC,Invest Cont,230,WILSHIRE                     BL,ALEXANDRIA                   AV,34.0618,-118.2979,212,BOTTLE,,,06037212102,0.0021734396702004963
181204726,2018-01-07T00:00:00.000,2018-01-06T00:00:00.000,2000,12,77th Street,1268,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,53,M,H,101,STREET,IC,Invest Cont,745,200 W  80TH                         ST,,33.9669,-118.2761,,,,,06037239701,0.0015771125514718106
180224835,2018-12-19T00:00:00.000,2018-12-19T00:00:00.000,1445,02,Rampart,0211,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,23,M,W,102,SIDEWALK,IC,Invest Cont,440,500    HELIOTROPE                   DR,,34.0794,-118.2953,,,,,06037192620,0.0019035611363965334
140807414,2014-04-04T00:00:00.000,2014-04-03T00:00:00.000,1230,08,West LA,0855,1,330,BURGLARY FROM VEHICLE,0344 0358 1607,54,M,O,101,STREET,IC,Invest Cont,330,1400    GREENFIELD                   AV,,34.0532,-118.445,,,,,06037265524,0.0025452186546520805
171509081,2017-03-28T00:00:00.000,2017-03-27T00:00:00.000,2340,15,N Hollywood,1545,2,624,BATTERY - SIMPLE ASSAULT,0444 0448 0913,20,M,H,101,STREET,AO,Adult Other,624,5300    BEN                          AV,,34.1667,-118.3943,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037125101,0.0024678008428610063
161220963,2016-08-14T00:00:00.000,2016-08-14T00:00:00.000,0740,12,77th Street,1273,2,888,TRESPASSING,2000,37,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,8900 S  WILTON                       PL,,33.9564,-118.3145,,,,,06037238400,0.006105559761391248
171516896,2017-08-12T00:00:00.000,2017-08-12T00:00:00.000,0200,15,N Hollywood,1555,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,745,4900    LANKERSHIM                   BL,,34.16,-118.3716,,,,,06037125404,0.0025694594762366877
162119101,2016-11-10T00:00:00.000,2016-10-20T00:00:00.000,0900,21,Topanga,2104,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,23,F,A,101,STREET,IC,Invest Cont,740,21700    PARTHENIA                    ST,,34.232,-118.6006,,,,,06037113239,0.0015262588247019091
160326195,2016-11-26T00:00:00.000,2016-11-26T00:00:00.000,1630,03,Southwest,0373,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0346,27,F,B,403,DRUG STORE,IC,Invest Cont,440,3700    CRENSHAW                     BL,,34.0182,-118.3349,,,,,06037234200,0.004559332955598849
161414650,2016-05-24T00:00:00.000,2016-05-24T00:00:00.000,0845,14,Pacific,1452,2,624,BATTERY - SIMPLE ASSAULT,2004 0416,47,M,W,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,624,00    ANCHORAGE                    ST,,33.9788,-118.4659,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037273902,0.005568750667792997
131112616,2013-06-13T00:00:00.000,2011-09-01T00:00:00.000,0800,11,Northeast,1126,2,354,THEFT OF IDENTITY,,44,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1800    PHILLIPS                     WY,,34.1248,-118.2005,,,,,06037183300,0.003842638806861634
181908729,2018-04-01T00:00:00.000,2018-04-01T00:00:00.000,1555,19,Mission,1913,1,210,ROBBERY,0408 0444 0561 0329,61,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,210,12900    HERRICK                      AV,,34.3107,-118.4602,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037106520,0.0022604019554008357
180324404,2018-10-30T00:00:00.000,2018-10-30T00:00:00.000,1515,03,Southwest,0393,1,210,ROBBERY,1251 0342 0344 0346 0355 1822 0443 2024 1259,14,F,H,102,SIDEWALK,IC,Invest Cont,210,CREED                        AV,MARTIN LUTHER KING           BL,34.0109,-118.3244,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037234001,0.0015369248517785158
181309801,2018-04-11T00:00:00.000,2018-04-10T00:00:00.000,2000,13,Newton,1317,1,330,BURGLARY FROM VEHICLE,1307 0344,23,M,W,101,STREET,IC,Invest Cont,330,20TH                         ST,STAUNTON,34.0184,-118.2415,,,,,06037227010,0.007664753746862801
180318195,2018-08-03T00:00:00.000,2018-08-03T00:00:00.000,2100,03,Southwest,0377,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0603 0913,51,M,H,101,STREET,IC,Invest Cont,930,1100    EXPOSITION                   BL,,34.0182,-118.299,511,VERBAL THREAT,,,06037231210,0.0036671623907302605
160910618,2016-05-11T00:00:00.000,2016-05-10T00:00:00.000,1930,09,Van Nuys,0905,2,888,TRESPASSING,0342 1805 0906,69,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,888,14600    RUNNYMEDE                    ST,,34.2058,-118.4514,,,,,06037127220,0.0021653380798395414
